Year,Country,Medal,City,Sport,Discipline,Athlete,Gender,Event
1900,United States,Bronze,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",Men,Hammer Throw
1900,United States,Gold,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",Men,Hammer Throw
1900,United States,Silver,Paris,Athletics,Athletics,"HARE, Thomas Truxton",Men,Hammer Throw
1900,Hungary,Bronze,Paris,Athletics,Athletics,"GÖNCZY, Lajos",Men,High Jump
1900,United States,Gold,Paris,Athletics,Athletics,"BAXTER, Irving",Men,High Jump
1900,United Kingdom,Silver,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",Men,High Jump
1900,United States,Bronze,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",Men,"High Jump, Standing"
1900,United States,Gold,Paris,Athletics,Athletics,"EWRY, Ray",Men,"High Jump, Standing"
1900,United States,Silver,Paris,Athletics,Athletics,"BAXTER, Irving",Men,"High Jump, Standing"
1900,United Kingdom,Bronze,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",Men,Long Jump
1900,United States,Gold,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,Long Jump
1900,United States,Silver,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",Men,Long Jump
1900,France,Bronze,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",Men,"Long Jump, Standing"
1900,United States,Gold,Paris,Athletics,Athletics,"EWRY, Ray",Men,"Long Jump, Standing"
1900,United States,Silver,Paris,Athletics,Athletics,"BAXTER, Irving",Men,"Long Jump, Standing"
1900,Sweden,Bronze,Paris,Athletics,Athletics,"FAST, Ernst",Men,Marathon
1900,France,Gold,Paris,Athletics,Athletics,"THEATO, Michel",Men,Marathon
1900,France,Silver,Paris,Athletics,Athletics,"CHAMPION, Emile",Men,Marathon
1900,Norway,Bronze,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",Men,Pole Vault
1900,United States,Gold,Paris,Athletics,Athletics,"BAXTER, Irving",Men,Pole Vault
1900,United States,Silver,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",Men,Pole Vault
1900,United States,Bronze,Paris,Athletics,Athletics,"GARRETT, Robert",Men,Shot Put
1900,United States,Gold,Paris,Athletics,Athletics,"SHELDON, Richard",Men,Shot Put
1900,United States,Silver,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",Men,Shot Put
1900,United States,Bronze,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",Men,Triple Jump
1900,United States,Gold,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",Men,Triple Jump
1900,United States,Silver,Paris,Athletics,Athletics,"CONNOLLY, James",Men,Triple Jump
1900,United States,Bronze,Paris,Athletics,Athletics,"GARRETT, Robert",Men,"Triple Jump, Standing"
1900,United States,Gold,Paris,Athletics,Athletics,"EWRY, Ray",Men,"Triple Jump, Standing"
1900,United States,Silver,Paris,Athletics,Athletics,"BAXTER, Irving",Men,"Triple Jump, Standing"
1900,Spain,Gold,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",Men,Cesta Punta
1900,Spain,Gold,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",Men,Cesta Punta
1900,France,Silver,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",Men,Cesta Punta
1900,France,Silver,Paris,Basque Pelota,Basque Pelota,ETCHEGARAY,Men,Cesta Punta
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"BEACHCROFT, Charles",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"BUCKLEY, George John",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"CORNER, Harry Richard",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"CUMING, Frederick Wlliam",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"DONNE, William Stephen",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"POWLESLAND, Alfred James",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"SYMES, John",Men,Cricket
1900,United Kingdom,Gold,Paris,Cricket,Cricket,"TOLLER, Montagu Henry",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"ANDERSON, W.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"ATTRILL, W.T.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"BRAID, J.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"BROWNING, W.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"HORNE, R.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"JORDAN, T.H.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"MCEVOY, A.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"ROBINSON, D.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"ROQUES, F.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"SCHNEIDAU, A.J.",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"TERRY, Henry John",Men,Cricket
1900,France,Silver,Paris,Cricket,Cricket,"TOMALIN, P.H.",Men,Cricket
1900,France,Gold,Paris,Croquet,Croquet,AUMOITTE,Men,Double
1900,France,Gold,Paris,Croquet,Croquet,JOHIN,Men,Double
1900,France,Bronze,Paris,Croquet,Croquet,WAYDELICH,Men,Individual 1 Ball
1900,France,Gold,Paris,Croquet,Croquet,AUMOITTE,Men,Individual 1 Ball
1900,France,Silver,Paris,Croquet,Croquet,JOHIN,Men,Individual 1 Ball
1900,France,Bronze,Paris,Croquet,Croquet,SAUTREAU,Men,Individual 2 Balls
1900,France,Gold,Paris,Croquet,Croquet,WAYDELICH,Men,Individual 2 Balls
1900,France,Silver,Paris,Croquet,Croquet,VIGNEROT,Men,Individual 2 Balls
1900,France,Bronze,Paris,Cycling,Cycling Track,"DAUMAIN, .....",Men,25 Kilometres
1900,France,Gold,Paris,Cycling,Cycling Track,"BASTIEN, Louis",Men,25 Kilometres
1900,France,Silver,Paris,Cycling,Cycling Track,"HILDEBRAND, Louis",Men,25 Kilometres
1900,United States,Bronze,Paris,Cycling,Cycling Track,"LAKE, John Henry",Men,Sprint Indivual
1900,France,Gold,Paris,Cycling,Cycling Track,"TAILLANDIER, Georges",Men,Sprint Indivual
1900,France,Silver,Paris,Cycling,Cycling Track,"SANZ, Fernand",Men,Sprint Indivual
1900,Belgium,Bronze,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",Men,High Jump
1900,France,Gold,Paris,Equestrian,Jumping,"GARDERES, Dominique Maximien",Men,High Jump
1900,Italy,Gold,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Men,High Jump
1900,France,Bronze,Paris,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",Men,Individual
1900,Belgium,Gold,Paris,Equestrian,Jumping,"HAEGEMAN, Aimé",Men,Individual
1900,Belgium,Silver,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",Men,Individual
1900,France,Bronze,Paris,Equestrian,Jumping,DE BELLEGARDE,Men,Long Jump Individual
1900,Belgium,Gold,Paris,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",Men,Long Jump Individual
1900,Italy,Silver,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Men,Long Jump Individual
1900,France,Bronze,Paris,Fencing,Fencing,"SEE, Léon",Men,Épée Individual
1900,Cuba,Gold,Paris,Fencing,Fencing,"FONST, Ramon",Men,Épée Individual
1900,France,Silver,Paris,Fencing,Fencing,"PERREE, Louis",Men,Épée Individual
1900,France,Bronze,Paris,Fencing,Fencing,"SEE, Léon",Men,"Épée, Amateurs And Masters"
1900,France,Gold,Paris,Fencing,Fencing,"AYAT, Albert",Men,"Épée, Amateurs And Masters"
1900,Cuba,Silver,Paris,Fencing,Fencing,"FONST, Ramon",Men,"Épée, Amateurs And Masters"
1900,France,Bronze,Paris,Fencing,Fencing,"LAURENT, Henri",Men,"Épée, Masters"
1900,France,Gold,Paris,Fencing,Fencing,"AYAT, Albert",Men,"Épée, Masters"
1900,France,Silver,Paris,Fencing,Fencing,"BOUGNOL, Emile",Men,"Épée, Masters"
1900,France,Bronze,Paris,Fencing,Fencing,"BOULENGER, Marcel Jacques",Men,Foil Individual
1900,France,Gold,Paris,Fencing,Fencing,"COSTE, Emile",Men,Foil Individual
1900,France,Silver,Paris,Fencing,Fencing,"MASSON, Henri",Men,Foil Individual
1900,France,Bronze,Paris,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",Men,"Foil, Masters"
1900,France,Gold,Paris,Fencing,Fencing,"MERIGNAC, Lucien",Men,"Foil, Masters"
1900,France,Silver,Paris,Fencing,Fencing,"KIRCHHOFFER, Alphonse",Men,"Foil, Masters"
1900,Austria,Bronze,Paris,Fencing,Fencing,"FLESCH, Siegfried",Men,Sabre Individual
1900,France,Gold,Paris,Fencing,Fencing,"DE LA FALAISE, Georges",Men,Sabre Individual
1900,France,Silver,Paris,Fencing,Fencing,"THIEBAUT, Léon",Men,Sabre Individual
1900,Austria,Bronze,Paris,Fencing,Fencing,"NERALIC, Milan",Men,"Sabre, Masters"
1900,Italy,Gold,Paris,Fencing,Fencing,"CONTE, Antonio",Men,"Sabre, Masters"
1900,Italy,Silver,Paris,Fencing,Fencing,"SANTELLI, Italo",Men,"Sabre, Masters"
1900,Belgium,Bronze,Paris,Football,Football,"DELBECQUE, Albert",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"KELECOM, R.",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"LEBOUTTE, Marcel",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,LONDOT,Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"MOREAU, Ernest",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"NEEFS, E.",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"PELGRIMS, Georges",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"RENIER, Alphonse",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"SPANNOGHE, E.",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,"THORNTON, Erich",Men,Football
1900,Belgium,Bronze,Paris,Football,Football,VAN HEUCKELUM,Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"BUCKENHAM, Claude Percy",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"BURRIDGE, T.E.",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"CHALK, Alfred Ernest",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"GROSLING, William Sullivan",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"HASLAM, A.",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"JONES, J.H.",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"NICHOLAS, J.",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"QUASH, William Francis",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"SPACKMAN, F.G.",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"TURNER, R.R.",Men,Football
1900,United Kingdom,Gold,Paris,Football,Football,"ZEALLEY, James Edward",Men,Football
1900,France,Silver,Paris,Football,Football,"ALLEMANE, Pierre",Men,Football
1900,France,Silver,Paris,Football,Football,BACH,Men,Football
1900,France,Silver,Paris,Football,Football,"BLOCH, Jean",Men,Football
1900,France,Silver,Paris,Football,Football,"CANELLE, Fernand",Men,Football
1900,France,Silver,Paris,Football,Football,DUPARC,Men,Football
1900,France,Silver,Paris,Football,Football,FRAYSSE,Men,Football
1900,France,Silver,Paris,Football,Football,GAILLARD,Men,Football
1900,France,Silver,Paris,Football,Football,"GARNIER, René",Men,Football
1900,France,Silver,Paris,Football,Football,GRANDJEAN,Men,Football
1900,France,Silver,Paris,Football,Football,HUTEAU,Men,Football
1900,France,Silver,Paris,Football,Football,LAMBERT,Men,Football
1900,France,Silver,Paris,Football,Football,MACAIRE,Men,Football
1900,France,Silver,Paris,Football,Football,PELTIER,Men,Football
1900,United Kingdom,Bronze,Paris,Golf,Golf,"ROBERTSON, David Donaldson",Men,Individual
1900,United States,Gold,Paris,Golf,Golf,"SANDS, Charles Edward",Men,Individual
1900,United Kingdom,Silver,Paris,Golf,Golf,"RUTHERFORD, Walter",Men,Individual
1900,United States,Bronze,Paris,Golf,Golf,"PRATT, Daria",Women,Individual
1900,United States,Gold,Paris,Golf,Golf,"ABBOTT, Margaret Ives",Women,Individual
1900,United States,Silver,Paris,Golf,Golf,"WHITTIER, Pauline",Women,Individual
1900,France,Bronze,Paris,Gymnastics,Artistic G.,"DEMANET, Lucien",Men,Individual All-Round
1900,France,Gold,Paris,Gymnastics,Artistic G.,"SANDRAS, Gustave",Men,Individual All-Round
1900,France,Silver,Paris,Gymnastics,Artistic G.,"BAS, Noël",Men,Individual All-Round
1900,,Bronze,Paris,Polo,Polo,"BOUSSOD, Jean",Men,Polo
1900,,Bronze,Paris,Polo,Polo,"DUC DE BISACCIA, Louis",Men,Polo
1900,,Bronze,Paris,Polo,Polo,"FAUQUET LEMAITRE, A.",Men,Polo
1900,,Bronze,Paris,Polo,Polo,"RAOUL-DUVAL, Maurice",Men,Polo
1900,,Gold,Paris,Polo,Polo,"DALY, Dennis",Men,Polo
1900,,Gold,Paris,Polo,Polo,"KEENE, Foxhall Parker",Men,Polo
1900,,Gold,Paris,Polo,Polo,"MACKEY, Frank Jay",Men,Polo
1900,,Gold,Paris,Polo,Polo,"RAWLINSON, Alfred",Men,Polo
1900,,Silver,Paris,Polo,Polo,"BUCKMASTER, Walter Selby",Men,Polo
1900,,Silver,Paris,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",Men,Polo
1900,,Silver,Paris,Polo,Polo,"FREAKE, Frederick Maitland",Men,Polo
1900,,Silver,Paris,Polo,Polo,"MCCREERY, Walter Adolph",Men,Polo
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"KLEIN, Roelof",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"MIDDELBERG, Walter",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"THIJSSEN, Walter",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"TROMP, Henricus",Men,Eight With Coxswain (8+)
1900,Netherlands,Bronze,Paris,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"ABELL, Louis",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"CARR, William",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"DEBAECKE, Harry",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"EXLEY, John",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"GEIGER, John",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"HEDLEY, Edward",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"JUVENAL, James",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"LOCKWOOD, Roscoe",Men,Eight With Coxswain (8+)
1900,United States,Gold,Paris,Rowing,Rowing,"MARSH, Edward",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"BRUGGEMAN, Prospère",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"DE BISSCHOP, Jules",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"DE COCK, Oscar",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"HEMELSOET, Maurice",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"ODBERG, Frank",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"VAN LANDEGHEM, Alfred",Men,Eight With Coxswain (8+)
1900,Belgium,Silver,Paris,Rowing,Rowing,"VERDONCK, Maurice",Men,Eight With Coxswain (8+)
1900,Germany,Bronze,Paris,Rowing,Rowing,"CARSTENS, Wilhelm",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"FELLE, Ernst",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"FICKEISEN, Otto",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"KÖRNER, Julius",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"KRÖWERATH, Franz",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"LEHLE, Carl",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"MÖLLER, Adolf",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"MOTHS, Gustav Adolf",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"RÜSTER, Hugo",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Bronze,Paris,Rowing,Rowing,"WILKER, Hermann",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Gold,Paris,Rowing,Rowing,"BOUCKAERT, Henri",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Gold,Paris,Rowing,Rowing,"CAU, Jean",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Gold,Paris,Rowing,Rowing,CHARLOT,Men,Four-Oared Shell With Coxswain (4-)
1900,France,Gold,Paris,Rowing,Rowing,"DELCHAMBRE, Emile",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Gold,Paris,Rowing,Rowing,"GOSSLER, Carl Heinrich",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Gold,Paris,Rowing,Rowing,"GOSSLER, Gustav Ludwig",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Gold,Paris,Rowing,Rowing,"GOSSLER, Oscar",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Gold,Paris,Rowing,Rowing,"HAZEBROUCK, Henri",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Gold,Paris,Rowing,Rowing,"KATZENSTEIN, Walther",Men,Four-Oared Shell With Coxswain (4-)
1900,Germany,Gold,Paris,Rowing,Rowing,"TIETGENS, Waldemar",Men,Four-Oared Shell With Coxswain (4-)
1900,Netherlands,Silver,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Men,Four-Oared Shell With Coxswain (4-)
1900,Netherlands,Silver,Paris,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",Men,Four-Oared Shell With Coxswain (4-)
1900,Netherlands,Silver,Paris,Rowing,Rowing,"LOTSY, Gerhard Oswald",Men,Four-Oared Shell With Coxswain (4-)
1900,Netherlands,Silver,Paris,Rowing,Rowing,"LOTSY, Paulus Jan",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Silver,Paris,Rowing,Rowing,"LUMPP, Georges",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Silver,Paris,Rowing,Rowing,"PERRIN, Charles",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Silver,Paris,Rowing,Rowing,"SOUBEYRAN, Daniel",Men,Four-Oared Shell With Coxswain (4-)
1900,Netherlands,Silver,Paris,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Silver,Paris,Rowing,Rowing,"WEGELIN, Emile",Men,Four-Oared Shell With Coxswain (4-)
1900,France,Bronze,Paris,Rowing,Rowing,"DELTOUR, Carlos",Men,Pair-Oared Shell With Coxswain (2+)
1900,France,Bronze,Paris,Rowing,Rowing,"PAOLI, Raoul",Men,Pair-Oared Shell With Coxswain (2+)
1900,France,Bronze,Paris,Rowing,Rowing,"VEDRENNE, Antoine Erneste",Men,Pair-Oared Shell With Coxswain (2+)
1900,,Gold,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",Men,Pair-Oared Shell With Coxswain (2+)
1900,,Gold,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Men,Pair-Oared Shell With Coxswain (2+)
1900,,Gold,Paris,Rowing,Rowing,"KLEIN, Roelof",Men,Pair-Oared Shell With Coxswain (2+)
1900,France,Silver,Paris,Rowing,Rowing,"MARTINET, Louis",Men,Pair-Oared Shell With Coxswain (2+)
1900,France,Silver,Paris,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,Men,Pair-Oared Shell With Coxswain (2+)
1900,France,Silver,Paris,Rowing,Rowing,WALEFF,Men,Pair-Oared Shell With Coxswain (2+)
1900,United Kingdom,Bronze,Paris,Rowing,Rowing,"ASHE, Saint-George",Men,Single Sculls (1X)
1900,France,Gold,Paris,Rowing,Rowing,"BARRELET, Henri",Men,Single Sculls (1X)
1900,France,Silver,Paris,Rowing,Rowing,"GAUDIN, André",Men,Single Sculls (1X)
1900,France,Gold,Paris,Rugby,Rugby,"AITOFF, Vladimir",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"ALBERT, A.",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"BINOCHE, Jean, LÃ©on",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"COLLAS, Jean",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"GAUTIER, Jean Guy",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"GIROUX, Auguste",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"GONDOUIN, Charles",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"HERVE, Jean",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"LARDANCHET, Victor",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"LEFEBVRE, Hubert",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"OLIVIER, Joseph",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"PHARAMOND, Alexandre",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"REICHEL, Frantz",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"RISCHMANN, André",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"ROOSEVELT, Albert",Men,Rugby
1900,France,Gold,Paris,Rugby,Rugby,"SARRADE, Emile",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"AMRHEIN, Albert",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"BAYLISS, F.C.",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"BETTING, Hugo",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"BIRTLES, J.Henry",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"CAUTLON, J.",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"DARBY, Artur John",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"DEYKIN, C.P.",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"HERRMANN, Jacob",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"HOFMEISTER, Willy",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"HOOD, L.",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"KREUZER, Hermann",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"LANDVOIGT, Arnold",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"LATSCHA, Hans",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"LOGAN, M.L.",Men,Rugby
1900,United Kingdom,Silver,Paris,Rugby,Rugby,"LOVEITT, H.A.",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"LUDWIG, Erich",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"LUDWIG, Richard",Men,Rugby
1900,Germany,Silver,Paris,Rugby,Rugby,"MÜLLER, Fritz",Men,Rugby
