Year,Country,Medal,City,Sport,Discipline,Athlete
1984,Canada,Silver,Los Angeles,Aquatics,Synchronized S.,"WALDO, Carolyn"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"CHALMOWSKY, Santiago"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"FERNANDEZ, Armando"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"FREUND, Roland"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"HOPPE, Rainer"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"HUBER, Thomas"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"LOEBB, Thomas"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"OBSCHERNIKAT, Werner"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"OSSELMANN, Rainer"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"OTTO, Frank"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"RÖHLE, Peter"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"SCHRODER, Jurgen"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"STAMM, Hagen"
1984,Germany,Bronze,Los Angeles,Aquatics,Water polo,"THEISMANN, Dirk"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"ANDRIC, Dragan"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"BEBIC, Milivoj"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"BUKIC, Perica"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"DJUHO, Veselin"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"KRIVOKAPIC, Milorad"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"LUSIC, Deni"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"MILANOVIC, Igor"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"PASKVALIN, Tomislav"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"PETROVIC, Zoran"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"POPOVIC, Andrija"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"ROJE, Zoran"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"SUKNO, Goran"
1984,Yugoslovia,Gold,Los Angeles,Aquatics,Water polo,"VULETIC, Bozo"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"BURKE, Douglas Lambert"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"CAMPBELL, George Peter"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"CAMPBELL, Jodocus David"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"DORST, Christopher Taylor"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"FIGUEROA, Gary Lee"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"MCDONALD, Andrew J."
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"ROBERTSON, Kevin George"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"SCHROEDER, Terence Alan"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"SHAW, Timothy Andrew"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"SIMAN, John O'Connell"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"SVENDSEN, Jon Howard"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"VARGAS, Joseph Michael"
1984,United States,Silver,Los Angeles,Aquatics,Water polo,"WILSON, Craig Martin"
1984,Japan,Bronze,Los Angeles,Archery,Archery,"YAMAMOTO, Hiroshi"
1984,United States,Gold,Los Angeles,Archery,Archery,"PACE, Darrell Owen"
1984,United States,Silver,Los Angeles,Archery,Archery,"MCKINNEY, Richard Lee"
1984,"Korea, South",Bronze,Los Angeles,Archery,Archery,"KIM, Jin-Ho"
1984,"Korea, South",Gold,Los Angeles,Archery,Archery,"SEO, Hyang-Soon"
1984,China,Silver,Los Angeles,Archery,Archery,"LI, Ling-Juan"
1984,Kenya,Bronze,Los Angeles,Athletics,Athletics,"MUSYOKI, Michael"
1984,Italy,Gold,Los Angeles,Athletics,Athletics,"COVA, Alberto"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"MCLEOD, Michael"
1984,Canada,Bronze,Los Angeles,Athletics,Athletics,"JOHNSON, Ben"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"LEWIS, Carl"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"GRADDY, Samuel Louis"
1984,Jamaica,Bronze,Los Angeles,Athletics,Athletics,"OTTEY-PAGE, Merlene"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"ASHFORD, Evelyn"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"BROWN, Alice Regina"
1984,France,Bronze,Los Angeles,Athletics,Athletics,"CHARDONNET, Michele"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"TURNER, Kim"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"FITZGERALD-BROWN, Benita"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"STRONG, Shirley"
1984,Finland,Bronze,Los Angeles,Athletics,Athletics,"BRYGGARE, Arto"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"KINGDOM, Roger"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"FOSTER, Gregory"
1984,Spain,Bronze,Los Angeles,Athletics,Athletics,"ABASCAL GOMEZ, Jose Manuel"
1984,United Kingdom,Gold,Los Angeles,Athletics,Athletics,"COE, Sebastian"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"CRAM, Stephen"
1984,Romania,Bronze,Los Angeles,Athletics,Athletics,"PUICA, Maricica"
1984,Italy,Gold,Los Angeles,Athletics,Athletics,"DORIO, Gabriella"
1984,Romania,Silver,Los Angeles,Athletics,Athletics,"BESLIU-MELINTE, Doina"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"JEFFERSON, Thomas Theodore"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"LEWIS, Carl"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"BAPTISTE, Kirk"
1984,Jamaica,Bronze,Los Angeles,Athletics,Athletics,"OTTEY-PAGE, Merlene"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BRISCO-HOOKS, Valerie Ann"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"GRIFFITH-JOYNER, Florence"
1984,Italy,Bronze,Los Angeles,Athletics,Athletics,"DAMILANO, Maurizio"
1984,Mexico,Gold,Los Angeles,Athletics,Athletics,"CANTO GUDINO, Ernesto"
1984,Mexico,Silver,Los Angeles,Athletics,Athletics,"GONZALEZ, Raul"
1984,Canada,Bronze,Los Angeles,Athletics,Athletics,"WILLIAMS, Lynn"
1984,Romania,Gold,Los Angeles,Athletics,Athletics,"PUICA, Maricica"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"SLY, Wendy"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"DIEMER, Brian Lee"
1984,Kenya,Gold,Los Angeles,Athletics,Athletics,"KORIR, Julius"
1984,France,Silver,Los Angeles,Athletics,Athletics,"MAHMOUD, Joseph"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"MCKAY, Antonio Ricardo"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BABERS, Alonzo C."
1984,Cote d'Ivoire,Silver,Los Angeles,Athletics,Athletics,"TIACOH, Gabriel"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"SMALLWOOD-COOK, Kathryn"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BRISCO-HOOKS, Valerie Ann"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"CHEESEBOROUGH, Chandra Danette"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"SCHMID, Harald"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"MOSES, Edwin"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"HARRIS, Daniel Lee"
1984,Romania,Bronze,Los Angeles,Athletics,Athletics,"COJOCARU, Cristina"
1984,Morocco,Gold,Los Angeles,Athletics,Athletics,"EL MOUTAWAKEL, Nawal"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"BROWN, Judith Lynne"
1984,Canada,Bronze,Los Angeles,Athletics,Athletics,"HINDS, Sterling"
1984,Canada,Bronze,Los Angeles,Athletics,Athletics,"JOHNSON, Ben"
1984,Canada,Bronze,Los Angeles,Athletics,Athletics,"SHARPE, Anthony"
1984,Canada,Bronze,Los Angeles,Athletics,Athletics,"WILLIAMS, Desai"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BROWN, Ronald James"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"GRADDY, Samuel Louis"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"LEWIS, Carl"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"SMITH, Calvin"
1984,Jamaica,Silver,Los Angeles,Athletics,Athletics,"LAWRENCE, Albert"
1984,Jamaica,Silver,Los Angeles,Athletics,Athletics,"MEGHOO, Gregory"
1984,Jamaica,Silver,Los Angeles,Athletics,Athletics,"QUARRIE, Donald"
1984,Jamaica,Silver,Los Angeles,Athletics,Athletics,"STEWART, Ray"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"GODDARD-CALLENDER, Beverley"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"HUNTE-OAKES, Heather"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"JACOBS, Simmone"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"SMALLWOOD-COOK, Kathryn"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"ASHFORD, Evelyn"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BOLDEN, Jeanette"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BROWN, Alice Regina"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"CHEESEBOROUGH, Chandra Danette"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"BAILEY, Angela"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"GAREAU, France"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"PAYNE-WIGGINS, Marita"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"TAYLOR-ISSAJENKO, Angella"
1984,Nigeria,Bronze,Los Angeles,Athletics,Athletics,"EGBUNIKE, Innocent"
1984,Nigeria,Bronze,Los Angeles,Athletics,Athletics,"PETERS, Rotimi"
1984,Nigeria,Bronze,Los Angeles,Athletics,Athletics,"UGBUSIEN, Moses"
1984,Nigeria,Bronze,Los Angeles,Athletics,Athletics,"UTI, Sunday"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"ARMSTEAD, Raymond"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BABERS, Alonzo C."
1984,United States,Gold,Los Angeles,Athletics,Athletics,"MCKAY, Antonio Ricardo"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"NIX, Sunder L."
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"AKABUSI, Kriss Kezie Uche"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"BENNETT, Todd Anthony"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"BROWN, Philip Andrew"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"COOK, Gary Peter"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"BUSSMANN, Gabriele"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"GAUGEL, Heidi-Elke"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"SCHULTE-MATTLER-SCHMIDT, Heike"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"THIMM-FINGER, Ute"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BRISCO-HOOKS, Valerie Ann"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"CHEESEBOROUGH, Chandra Danette"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"HOWARD, Sherryl Frances"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"LEATHERWOOD-KING, Lillie Mae"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"CROOKS, Charmaine"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"KILLINGBECK, Molly"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"PAYNE-WIGGINS, Marita"
1984,Canada,Silver,Los Angeles,Athletics,Athletics,"RICHARDSON-BRISCOE, Jillian"
1984,Portugal,Bronze,Los Angeles,Athletics,Athletics,"LEITAO, Antonio"
1984,Morocco,Gold,Los Angeles,Athletics,Athletics,"AOUITA, Said"
1984,Switzerland,Silver,Los Angeles,Athletics,Athletics,"RYFFEL, Markus"
1984,Italy,Bronze,Los Angeles,Athletics,Athletics,"BELLUCCI, Sandro"
1984,Mexico,Gold,Los Angeles,Athletics,Athletics,"GONZALEZ, Raul"
1984,Sweden,Silver,Los Angeles,Athletics,Athletics,"GUSTAFSSON, Bo"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"JONES, Earl"
1984,Brazil,Gold,Los Angeles,Athletics,Athletics,"CRUZ, Joaquim"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"COE, Sebastian"
1984,Romania,Bronze,Los Angeles,Athletics,Athletics,"LOVIN, Fita"
1984,Romania,Gold,Los Angeles,Athletics,Athletics,"BESLIU-MELINTE, Doina"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"GALLAGHER, Kimberley Ann"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"WENTZ, Siegfried"
1984,United Kingdom,Gold,Los Angeles,Athletics,Athletics,"THOMPSON, Daley"
1984,Germany,Silver,Los Angeles,Athletics,Athletics,"HINGSEN, Jurgen"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"POWELL, John Gates"
1984,Germany,Gold,Los Angeles,Athletics,Athletics,"DANNEBERG, Rolf"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"WILKINS, Malcolm Maurice"
1984,Romania,Bronze,Los Angeles,Athletics,Athletics,"TACU-CRAICIUNESCU, Florenta"
1984,Netherlands,Gold,Los Angeles,Athletics,Athletics,"STALMAN, Ria G."
1984,United States,Silver,Los Angeles,Athletics,Athletics,"DENIZ, Leslie Jean"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"PLOGHAUS, Klaus"
1984,Finland,Gold,Los Angeles,Athletics,Athletics,"TIAINEN, Juha"
1984,Germany,Silver,Los Angeles,Athletics,Athletics,"RIEHM, Karl-Hans"
1984,Germany,Bronze,Los Angeles,Athletics,Athletics,"EVERTS, Sabine"
1984,Australia,Gold,Los Angeles,Athletics,Athletics,"NUNN-SAUNDERS-CEARNS, Glyniss Leanne"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"JOYNER-KERSEE, Jackie"
1984,China,Bronze,Los Angeles,Athletics,Athletics,"ZHU, Jian-Hua"
1984,Germany,Gold,Los Angeles,Athletics,Athletics,"MÖGENBURG, Dietmar"
1984,Sweden,Silver,Los Angeles,Athletics,Athletics,"SJÖBERG, Patrick"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"HUNTLEY, Johanna Luann"
1984,Germany,Gold,Los Angeles,Athletics,Athletics,"MEYFARTH, Ulrike"
1984,Italy,Silver,Los Angeles,Athletics,Athletics,"SIMEONI, Sara"
1984,Sweden,Bronze,Los Angeles,Athletics,Athletics,"ELDEBRINK, Kenth"
1984,Finland,Gold,Los Angeles,Athletics,Athletics,"HARKONEN, Arto"
1984,United Kingdom,Silver,Los Angeles,Athletics,Athletics,"OTTLEY, David"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"WHITBREAD, Fatima"
1984,United Kingdom,Gold,Los Angeles,Athletics,Athletics,"SANDERSON, Teresa"
1984,Finland,Silver,Los Angeles,Athletics,Athletics,"LILLAK, Kristiina"
1984,Italy,Bronze,Los Angeles,Athletics,Athletics,"EVANGELISTI, Giovanni"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"LEWIS, Carl"
1984,Australia,Silver,Los Angeles,Athletics,Athletics,"HONEY, Gary"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"HEARNSHAW, Susan"
1984,Romania,Gold,Los Angeles,Athletics,Athletics,"CUSMIR-STANCIU, Anisoara"
1984,Romania,Silver,Los Angeles,Athletics,Athletics,"IONESCU, Valeria (Vali)"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"SPEDDING, Charles"
1984,Portugal,Gold,Los Angeles,Athletics,Athletics,"LOPES, Carlos"
1984,Ireland,Silver,Los Angeles,Athletics,Athletics,"TREACY, John"
1984,Portugal,Bronze,Los Angeles,Athletics,Athletics,"MOTA, Rosa"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"BENOIT, Joan"
1984,Norway,Silver,Los Angeles,Athletics,Athletics,"WAITZ-ANDERSEN, Grete"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"BELL, Earl Holmes"
1984,France,Bronze,Los Angeles,Athletics,Athletics,"VIGNERON, Thierry"
1984,France,Gold,Los Angeles,Athletics,Athletics,"QUINON, Pierre"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"TULLY, Michael Scott"
1984,United States,Bronze,Los Angeles,Athletics,Athletics,"LAUT, David Lester"
1984,Italy,Gold,Los Angeles,Athletics,Athletics,"ANDREI, Alessandro"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"CARTER, Michael D'Andrea"
1984,Australia,Bronze,Los Angeles,Athletics,Athletics,"MULHALL-MARTIN, Gael"
1984,Germany,Gold,Los Angeles,Athletics,Athletics,"LOSCH, Claudia"
1984,Romania,Silver,Los Angeles,Athletics,Athletics,"LOGHIN, Mihaela"
1984,United Kingdom,Bronze,Los Angeles,Athletics,Athletics,"CONNOR, Keith"
1984,United States,Gold,Los Angeles,Athletics,Athletics,"JOYNER, Alfredrick Alphonzo"
1984,United States,Silver,Los Angeles,Athletics,Athletics,"CONLEY, Mike"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"DALIPAGIC, Drazen"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"HADZIC, Saabit"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"KNEGO, Andro"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"MUTAPCIC, Emir"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"NAKIC-VOJNOVIC, Mihovil"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"PETROVIC, Aleksandar"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"PETROVIC, Drazen"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"RADOVANOVIC, Ratko"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"SUNARA, Ivan"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"VUKICEVIC, Branko"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"ZIZIC, Rajko"
1984,Yugoslovia,Bronze,Los Angeles,Basketball,Basketball,"ZORKIC, Nebojsa"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"ALFORD, Steven Todd"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"EWING, Patrick Aloysius"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"FLEMING, Vernon"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"JORDAN, Michael"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"KLEINE, Joseph William"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"KONCAK, Jon Francis"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"MULLIN, Christopher Paul"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"PERKINS, Samuel Bruce"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"ROBERTSON, Alvin Cyrrale"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"TISDALE, Wayman Lawrence"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"TURNER, Jeffrey Stephen"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"WOOD, Leonard III"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"ARCEGA APERTE, Fernando"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"BEIRAN LOZANO, Jose Manuel"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"CORBALAN ALFOCER, Juan Antonio"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"DE LA CRUZ FERMANELLI, Juan Domingo"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"JIMENEZ FERNANDEZ, Andres"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"LLORENTE GENTO, Jose Luis"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"LOPEZ, Juan Maria"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"MARGALL TAULER, Jose Maria"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"MARTIN ESPINA, Fernando"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"ROMAY PEREIRO, Fernando"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"SAN EPIFANIO RUIZ, Juan Antonio"
1984,Spain,Silver,Los Angeles,Basketball,Basketball,"SOLOZABAL, Ignacio"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"BA, Yan"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"CHEN, Yue-Fang"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"CONG, Xuedi"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"LI, Xiao-Qin"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"LIU, Qing"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"QIU, Chen"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"SONG, Xiao-Bo"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"WANG, Jun"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"XIU, Li-Juan"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"ZHANG, Hui"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"ZHANG, Yue-Qin"
1984,China,Bronze,Los Angeles,Basketball,Basketball,"ZHENG, Haixia"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"BOSWELL, Catherine La Ora"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"CURRY, Denise Marie"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"DONOVAN, Anne Theresa"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"EDWARDS, Teresa"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"HENRY, Ludi ""Lea"""
1984,United States,Gold,Los Angeles,Basketball,Basketball,"LAWRENCE, Janice Faye"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"MCGEE, Pamela Denise"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"MENKEN-SCHAUDT, Carol Jean"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"MILLER, Cheryl Deann"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"MULKEY, Kimberly Duane"
1984,United States,Gold,Los Angeles,Basketball,Basketball,"NOBLE, Cindy Jo."
1984,United States,Gold,Los Angeles,Basketball,Basketball,"WOODARD, Lynette"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"CHOI, Aei-Young"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"CHOI, Kyung-Hee"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"JEONG, Myung-Hee"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"KIM, Eun-Sook"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"KIM, Hwa-Soon"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"KIM, Young-Hee"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"LEE, Hyung-Sook"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"LEE, Mi-Ja"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"MOON, Kyung-Ja"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"PARK, Chan-Sook"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"PARK, Yang-Gae"
1984,"Korea, South",Silver,Los Angeles,Basketball,Basketball,"SUNG, Jung-A"
1984,Venezuela,Bronze,Los Angeles,Boxing,Boxing,"BOLIVAR, Jose Marcelino"
1984,Zambia,Bronze,Los Angeles,Boxing,Boxing,"MWILA, Keith"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"GONZALEZ, Paul Garza Jr."
1984,Italy,Silver,Los Angeles,Boxing,Boxing,"TODISCO, Salvatore"
1984,Yugoslovia,Bronze,Los Angeles,Boxing,Boxing,"SALIHU, Azis"
1984,United Kingdom,Bronze,Los Angeles,Boxing,Boxing,"WELLS, Robert"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"BIGGS, Tyrell"
1984,Italy,Silver,Los Angeles,Boxing,Boxing,"DAMIANI, Francesco"
1984,Kenya,Bronze,Los Angeles,Boxing,Boxing,"BILALI, Ibrahim"
1984,Turkey,Bronze,Los Angeles,Boxing,Boxing,"CAN, Eyup"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"MCCRORY, Steven D."
1984,Yugoslovia,Silver,Los Angeles,Boxing,Boxing,"REDZEPOVSKI, Redzep"
1984,Dominican Republic,Bronze,Los Angeles,Boxing,Boxing,"NOLASCO, Pedres"
1984,Canada,Bronze,Los Angeles,Boxing,Boxing,"WALTERS, Dale"
1984,Italy,Gold,Los Angeles,Boxing,Boxing,"STECCA, Maurizio"
1984,Mexico,Silver,Los Angeles,Boxing,Boxing,"LOPEZ, Hector"
1984,Turkey,Bronze,Los Angeles,Boxing,Boxing,"AYKAC, Turgut"
1984,Venezuela,Bronze,Los Angeles,Boxing,Boxing,"CATARI PERAZA, Omar"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"TAYLOR, Meldrick"
1984,Nigeria,Silver,Los Angeles,Boxing,Boxing,"KONYEGWACHIE, Peter"
1984,"Korea, South",Bronze,Los Angeles,Boxing,Boxing,"CHUN, Chil-Sung"
1984,Cameroon,Bronze,Los Angeles,Boxing,Boxing,"NDONGO-EBANGA, Martin"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"WHITAKER, Pernell"
1984,Puerto Rico,Silver,Los Angeles,Boxing,Boxing,"ORTIZ, Luis F."
1984,Romania,Bronze,Los Angeles,Boxing,Boxing,"FULGER, Mircea"
1984,Yugoslovia,Bronze,Los Angeles,Boxing,Boxing,"PUZOVIC, Mirko"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"PAGE, Jeremy Louis"
1984,Thailand,Silver,Los Angeles,Boxing,Boxing,"UMPONMAHA, Dhawee"
1984,Italy,Bronze,Los Angeles,Boxing,Boxing,"BRUNO, Luciano"
1984,Finland,Bronze,Los Angeles,Boxing,Boxing,"NYMAN, Joni"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"BRELAND, Mark Anthony"
1984,"Korea, South",Silver,Los Angeles,Boxing,Boxing,"AN, Young-Su"
1984,France,Bronze,Los Angeles,Boxing,Boxing,"TIOZZO, Christophe"
1984,Germany,Bronze,Los Angeles,Boxing,Boxing,"ZIELONKA, Manfred"
1984,United States,Gold,Los Angeles,Boxing,Boxing,"TATE, Frank"
1984,Canada,Silver,Los Angeles,Boxing,Boxing,"O'SULLIVAN, Shawn"
1984,Puerto Rico,Bronze,Los Angeles,Boxing,Boxing,"GONZALEZ, Aristides"
