Year,Country,Medal,City,Sport,Discipline,Athlete
1924,France,Bronze,Chamonix,Biathlon,Biathlon,"BERTHET, G."
1924,France,Bronze,Chamonix,Biathlon,Biathlon,"MANDRILLON, C."
1924,France,Bronze,Chamonix,Biathlon,Biathlon,"MANDRILLON, Maurice"
1924,France,Bronze,Chamonix,Biathlon,Biathlon,"VANDELLE, André"
1924,Switzerland,Gold,Chamonix,Biathlon,Biathlon,"AUFDENBLATTEN, Adolf"
1924,Switzerland,Gold,Chamonix,Biathlon,Biathlon,"JULEN, Alphonse"
1924,Switzerland,Gold,Chamonix,Biathlon,Biathlon,"JULEN, Ant."
1924,Switzerland,Gold,Chamonix,Biathlon,Biathlon,"VAUCHER, D."
1924,Finland,Silver,Chamonix,Biathlon,Biathlon,"BREMER, V.E."
1924,Finland,Silver,Chamonix,Biathlon,Biathlon,"ESKELINEN, A."
1924,Finland,Silver,Chamonix,Biathlon,Biathlon,"HIRVONEN, H."
1924,Finland,Silver,Chamonix,Biathlon,Biathlon,"LAPPALAINEN, Martti"
1924,Belgium,Bronze,Chamonix,Bobsleigh,Bobsleigh,"MORTIAUX, René"
1924,Belgium,Bronze,Chamonix,Bobsleigh,Bobsleigh,"MULDER, Charles"
1924,Belgium,Bronze,Chamonix,Bobsleigh,Bobsleigh,"VAN DEN BROECK, Paul"
1924,Belgium,Bronze,Chamonix,Bobsleigh,Bobsleigh,"VERSCHUEREN, Victor"
1924,Belgium,Bronze,Chamonix,Bobsleigh,Bobsleigh,"WILLIEMS, Henri"
1924,Switzerland,Gold,Chamonix,Bobsleigh,Bobsleigh,"NEVEU, Alfred"
1924,Switzerland,Gold,Chamonix,Bobsleigh,Bobsleigh,"SCHERRER, Eduard"
1924,Switzerland,Gold,Chamonix,Bobsleigh,Bobsleigh,"SCHLÄPPI, Alfred"
1924,Switzerland,Gold,Chamonix,Bobsleigh,Bobsleigh,"SCHLÄPPI, Heinrich"
1924,United Kingdom,Silver,Chamonix,Bobsleigh,Bobsleigh,"ARNOLD, Thomas"
1924,United Kingdom,Silver,Chamonix,Bobsleigh,Bobsleigh,"BROOME, Ralpf"
1924,United Kingdom,Silver,Chamonix,Bobsleigh,Bobsleigh,"RICHARDSON, Alexander"
1924,United Kingdom,Silver,Chamonix,Bobsleigh,Bobsleigh,"SOHER, Rodney"
1924,France,Bronze,Chamonix,Curling,Curling,"ALDEERT, H."
1924,France,Bronze,Chamonix,Curling,Curling,"ANDRE, Georges"
1924,France,Bronze,Chamonix,Curling,Curling,BENEDIC
1924,France,Bronze,Chamonix,Curling,Curling,"CANIVET, P."
1924,France,Bronze,Chamonix,Curling,Curling,"COURNOLLET, F."
1924,France,Bronze,Chamonix,Curling,Curling,"PLANQUE, R."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"AIKMAN, T."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"ASTLEY, D.-G."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"BROWN, V."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"COUSIN, R."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"JACKSON, V.-K."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"MC LEOD, J."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"MURRAY, T.-B."
1924,United Kingdom,Gold,Chamonix,Curling,Curling,"WELSH, R."
1924,Sweden,Silver,Chamonix,Curling,Curling,"AHLEN, J.P."
1924,Sweden,Silver,Chamonix,Curling,Curling,"KRONLUND, Carl Augustus Verner"
1924,Sweden,Silver,Chamonix,Curling,Curling,"ODLUND, T.-M."
1924,Sweden,Silver,Chamonix,Curling,Curling,"PETERSEN, C.-W."
1924,Sweden,Silver,Chamonix,Curling,Curling,"PETTERSSON, C.-A.-F."
1924,Sweden,Silver,Chamonix,Curling,Curling,"SEVERIN, E.-O."
1924,Sweden,Silver,Chamonix,Curling,Curling,"WAHLBERG, K.-E."
1924,Sweden,Silver,Chamonix,Curling,Curling,"WETTERSTROM, V.-E."
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"ANDERSON, William"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"BOULDEN, C.-B."
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"CARR-HARRIS, Louis Howland"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"CARRUTHERS, Colin Gordon"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"CARRUTHERS, Eric Dudley"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"CLARKSON, Guy E."
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"CUTHBERT, Ross George"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"HOLMES, George"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"JUKES, Hamilton"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"PATTON, B.-N."
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"PITBLADO, Edward"
1924,United Kingdom,Bronze,Chamonix,Ice Hockey,Ice Hockey,"SEXTON, Blane Nathaniel"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"CAMERON, Jack"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"COLLETT, Ernest J."
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"MAC CAFFERY, Albert"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"MAC MUNN, Harold"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"MUNRO, Duncan"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"RAMSAY, W.-Beattie"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"SLATER, Cyril"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"SMITH, Reginald"
1924,Canada,Gold,Chamonix,Ice Hockey,Ice Hockey,"WATSON, Harry"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"ABEL, Clarence John"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"DRURY, Herbert L."
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"GERAN, N."
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"LACROIX, Alphonse"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"LANGLEY, John Arthur"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"LYONS, John Sharkey"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"MAC CARTHY, Justin"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"RICE, Willard"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"SMALL, Irving Wheeler"
1924,United States,Silver,Chamonix,Ice Hockey,Ice Hockey,"SYNNOTT, Francis Allen"
1924,Switzerland,Bronze,Chamonix,Skating,Figure skating,"GAUTSCHI, Georges"
1924,Sweden,Gold,Chamonix,Skating,Figure skating,"GRAFSTRÖM, Gillis"
1924,Austria,Silver,Chamonix,Skating,Figure skating,"BÖCKL, Willy"
1924,United Kingdom,Bronze,Chamonix,Skating,Figure skating,"MUCKELT, Ethel"
1924,Austria,Gold,Chamonix,Skating,Figure skating,"SZABO-PLANK, Herma"
1924,United States,Silver,Chamonix,Skating,Figure skating,"LOUGHRAN, Beatrix"
1924,France,Bronze,Chamonix,Skating,Figure skating,"BRUNET, Andrée"
1924,France,Bronze,Chamonix,Skating,Figure skating,"BRUNET, Pierre"
1924,Austria,Gold,Chamonix,Skating,Figure skating,"BERGER, Alfred"
1924,Austria,Gold,Chamonix,Skating,Figure skating,"ENGELMANN, Helene"
1924,Finland,Silver,Chamonix,Skating,Figure skating,"JAKOBSSON, Ludowika"
1924,Finland,Silver,Chamonix,Skating,Figure skating,"JAKOBSSON, Walter"
1924,Norway,Bronze,Chamonix,Skating,Speed skating,"LARSEN, Roald"
1924,Finland,Gold,Chamonix,Skating,Speed skating,"SKUTNABB, Julius"
1924,Finland,Silver,Chamonix,Skating,Speed skating,"THUNBERG, Clas"
1924,Norway,Bronze,Chamonix,Skating,Speed skating,"MOEN, Sigurd"
1924,Finland,Gold,Chamonix,Skating,Speed skating,"THUNBERG, Clas"
1924,Norway,Silver,Chamonix,Skating,Speed skating,"LARSEN, Roald"
1924,Norway,Bronze,Chamonix,Skating,Speed skating,"LARSEN, Roald"
1924,Finland,Gold,Chamonix,Skating,Speed skating,"THUNBERG, Clas"
1924,Finland,Silver,Chamonix,Skating,Speed skating,"SKUTNABB, Julius"
1924,Finland,Bronze,Chamonix,Skating,Speed skating,"THUNBERG, Clas"
1924,Norway,Bronze,Chamonix,Skating,Speed skating,"LARSEN, Roald"
1924,United States,Gold,Chamonix,Skating,Speed skating,"JEWTRAW, Charles"
1924,Norway,Silver,Chamonix,Skating,Speed skating,"OLSEN, Oskar"
1924,Finland,Bronze,Chamonix,Skating,Speed skating,"SKUTNABB, Julius"
1924,Finland,Gold,Chamonix,Skating,Speed skating,"THUNBERG, Clas"
1924,Norway,Silver,Chamonix,Skating,Speed skating,"LARSEN, Roald"
1924,Finland,Bronze,Chamonix,Skiing,Cross Country Skiing,"NIKU, Tapani"
1924,Norway,Gold,Chamonix,Skiing,Cross Country Skiing,"HAUG, Thorleif"
1924,Norway,Silver,Chamonix,Skiing,Cross Country Skiing,"GROTTUMSBRAATEN, Johan"
1924,Norway,Bronze,Chamonix,Skiing,Cross Country Skiing,"GROTTUMSBRAATEN, Johan"
1924,Norway,Gold,Chamonix,Skiing,Cross Country Skiing,"HAUG, Thorleif"
1924,Norway,Silver,Chamonix,Skiing,Cross Country Skiing,"STRÖMSTAD, Thoralf"
1924,Norway,Bronze,Chamonix,Skiing,Nordic Combined,"GROTTUMSBRAATEN, Johan"
1924,Norway,Gold,Chamonix,Skiing,Nordic Combined,"HAUG, Thorleif"
1924,Norway,Silver,Chamonix,Skiing,Nordic Combined,"STRÖMSTAD, Thoralf"
1924,United States,Bronze,Chamonix,Skiing,Ski Jumping,"HAUGEN, Anders"
1924,Norway,Gold,Chamonix,Skiing,Ski Jumping,"THAMS, Jacob Tullin"
1924,Norway,Silver,Chamonix,Skiing,Ski Jumping,"BONNA, Narve"
1928,Germany,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"HESS, Hans"
1928,Germany,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"HUBER, Sebastian"
1928,Germany,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"KILIAN, Hanns"
1928,Germany,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"KREMPL, Valentin"
1928,Germany,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"NÄGLE, Hanns"
1928,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"FISKE, William"
1928,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"GRAY, Clifford Barton"
1928,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"MASON, Geoffrey Travers"
1928,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"PARKE, Richard"
1928,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"TUCKER, Nion"
1928,United States,Silver,St.Moritz,Bobsleigh,Bobsleigh,"DOE, Thomas"
1928,United States,Silver,St.Moritz,Bobsleigh,Bobsleigh,"GRANGER, David"
1928,United States,Silver,St.Moritz,Bobsleigh,Bobsleigh,"HEATON, Jennison"
1928,United States,Silver,St.Moritz,Bobsleigh,Bobsleigh,"HINE, Lyman"
1928,United States,Silver,St.Moritz,Bobsleigh,Bobsleigh,"O'BRIEN, Jay James"
1928,United Kingdom,Bronze,St.Moritz,Bobsleigh,Skeleton,"NORTHESK, David, Earl of"
1928,United States,Gold,St.Moritz,Bobsleigh,Skeleton,"HEATON, Jennison"
1928,United States,Silver,St.Moritz,Bobsleigh,Skeleton,"HEATON, John"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"ANDREOSSI, Giannin"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"ANDREOSSI, Mezzi"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"BREITER, Robert"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"DUFOUR, Louis"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"FASEL, Charles"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"GEROMINI, Albert"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"KRAATZ, Fritz"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"MARTIGNONI, Arnold"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"MENG, Heini"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"MOROSANI, Anton"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"RÜEDI, Luzius"
1928,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"TORRIANI, Richard"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"DELAHAY, Charles"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"FISHER, Franlyn Wood"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"HUDSON, Henry Louis"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"MUELLER, Norbert Edward"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"PLAXTON, Herbert Alfred"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"PLAXTON, Hugh John"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"PLAXTON, Rogers Hayward"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"PORTER, John Chester"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"SULLIVAN, Frank Gerald"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"SULLIVAN, Joseph Taylor"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"TAYLOR, Ross Croft"
1928,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"TROTTIER, David"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"ABRAHAMSSON, Carl"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"BERGMAN, Emil"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"HOLMQVIST, Birger"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"JOHANSSON, Gustaf"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"JOHANSSON, Henry"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"JOHANSSON, Nils"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"KARLBERG, Ernst"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"LARSSON, Erik"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"LINDE, Bertil"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"ÖBERG, Sigfrid"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"PETERSEN, Wilhelm"
1928,Sweden,Silver,St.Moritz,Ice Hockey,Ice Hockey,"SUCKSDORFF, Kurt"
1928,Belgium,Bronze,St.Moritz,Skating,Figure skating,"VAN ZEEBROECK, Robert"
1928,Sweden,Gold,St.Moritz,Skating,Figure skating,"GRAFSTRÖM, Gillis"
1928,Austria,Silver,St.Moritz,Skating,Figure skating,"BÖCKL, Willy"
1928,United States,Bronze,St.Moritz,Skating,Figure skating,"LOUGHRAN, Beatrix"
1928,Norway,Gold,St.Moritz,Skating,Figure skating,"HENIE, Sonja"
1928,Austria,Silver,St.Moritz,Skating,Figure skating,"BURGER, Fritzi"
1928,Austria,Bronze,St.Moritz,Skating,Figure skating,"BRUNNER, Melitta"
1928,Austria,Bronze,St.Moritz,Skating,Figure skating,"WREDE, Ludwig"
1928,France,Gold,St.Moritz,Skating,Figure skating,"BRUNET, Andrée"
1928,France,Gold,St.Moritz,Skating,Figure skating,"BRUNET, Pierre"
1928,Austria,Silver,St.Moritz,Skating,Figure skating,"KAISER, Otto"
1928,Austria,Silver,St.Moritz,Skating,Figure skating,"SCHOLZ, Lilly"
1928,Norway,Bronze,St.Moritz,Skating,Speed skating,"BALLANGRUD, Ivar"
1928,Finland,Gold,St.Moritz,Skating,Speed skating,"THUNBERG, Clas"
1928,Norway,Silver,St.Moritz,Skating,Speed skating,"EVENSEN, Bernt"
1928,Norway,Bronze,St.Moritz,Skating,Speed skating,"EVENSEN, Bernt"
1928,Norway,Gold,St.Moritz,Skating,Speed skating,"BALLANGRUD, Ivar"
1928,Finland,Silver,St.Moritz,Skating,Speed skating,"SKUTNABB, Julius"
1928,Finland,Bronze,St.Moritz,Skating,Speed skating,"FRIMAN, Jaakko"
1928,Norway,Bronze,St.Moritz,Skating,Speed skating,"LARSEN, Roald"
1928,United States,Bronze,St.Moritz,Skating,Speed skating,"FARRELL, John O"
1928,Finland,Gold,St.Moritz,Skating,Speed skating,"THUNBERG, Clas"
1928,Norway,Gold,St.Moritz,Skating,Speed skating,"EVENSEN, Bernt"
1928,Norway,Bronze,St.Moritz,Skiing,Cross Country Skiing,"ÖDEGAARD, Reidar"
1928,Norway,Gold,St.Moritz,Skiing,Cross Country Skiing,"GROTTUMSBRAATEN, Johan"
1928,Norway,Silver,St.Moritz,Skiing,Cross Country Skiing,"HEGGE, Ole"
1928,Sweden,Bronze,St.Moritz,Skiing,Cross Country Skiing,"ANDERSSON, Volger"
1928,Sweden,Gold,St.Moritz,Skiing,Cross Country Skiing,"HEDLUND, Per Erik"
1928,Sweden,Silver,St.Moritz,Skiing,Cross Country Skiing,"JONSSON, Gustav"
1928,Norway,Bronze,St.Moritz,Skiing,Nordic Combined,"SNERSRUD, John"
1928,Norway,Gold,St.Moritz,Skiing,Nordic Combined,"GROTTUMSBRAATEN, Johan"
1928,Norway,Silver,St.Moritz,Skiing,Nordic Combined,"VINJARENGEN, Hans"
1928,Czechoslovakia,Bronze,St.Moritz,Skiing,Ski Jumping,"BURKERT, Rudolf"
1928,Norway,Gold,St.Moritz,Skiing,Ski Jumping,"ANDERSEN, Alf"
1928,Norway,Silver,St.Moritz,Skiing,Ski Jumping,"RUUD, Sigmund"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"BREHME, Albert"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"GRAU, Fritz"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"HOPMANN, Helmut"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"HUBER, Sebastian"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"HUTH, Werner"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"KILIAN, Hanns"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"KROTKI, Rudolf"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"LUDWIG, Max"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"MEHLHHORN, Hans"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"ROSSNER, Heinrich"
1932,Germany,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"ZAHN, Werner"
1932,United States,Gold,Lake Placid,Bobsleigh,Bobsleigh,"EAGAN, Edward"
1932,United States,Gold,Lake Placid,Bobsleigh,Bobsleigh,"FISKE, William"
1932,United States,Gold,Lake Placid,Bobsleigh,Bobsleigh,"GRAY, Clifford Barton"
1932,United States,Gold,Lake Placid,Bobsleigh,Bobsleigh,"O'BRIEN, Jay James"
1932,United States,Gold,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, J. Hubert"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"ASHFORTH, Albert"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"BRYANT, Precy D."
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"GOODRICH, Hunter"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"HACKNEY, Clement"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"HOMBURGER, Henry A."
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"HORTON, Edmund C"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"LIPSON, Howard S"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"MARTIN, Harry G"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, Curtis"
1932,United States,Silver,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, Francis Paul"
1932,United States,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"BRYANT, Precy D."
1932,United States,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"HEATON, John"
1932,United States,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"HOMBURGER, Henry A."
1932,United States,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"MARTIN, Harry G"
1932,United States,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"MINTON, Robert"
1932,United States,Bronze,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, J. Hubert"
1932,United States,Gold,Lake Placid,Bobsleigh,Bobsleigh,"ARTHUR, Adams"
1932,United States,Gold,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, Curtis"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"CAPADRUTT, Reto"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"FONJALLAZ, Gaston"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"FONJALLAZ, Gustave"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"FONJALLAZ, René"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"GEIER, Oscar"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"JENNY, Charles"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"KLOETTA, Antoine"
1932,Switzerland,Silver,Lake Placid,Bobsleigh,Bobsleigh,"STAUFFER, William"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"BALL, Rudolf"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"HEINRICH, Alfred"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"HERKER, Erich"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"JÄNECKE, Gustav"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"KORFF, Werner"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"LEINWEBER, Walter"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"RÖMER, Erich"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"SCHRÖTTLE, Martin"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"SLEVOGT, Marquardt"
1932,Germany,Bronze,Lake Placid,Ice Hockey,Ice Hockey,"STROBL, Georg"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"COCKBURN, William George"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"CROWLEY, Clifford"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"DUNCANSON, Albert"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"GARBUTT, George"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"HINKEL, Roy"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"LINDQUIST, C. Victor"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"MALLOY, Norman"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"MONSON, Walter"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"MOORE, Kenneth"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"RIVERS, N.Romeo"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"SIMPSON, Harold"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"SUTHERLAND, Hugh"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"WAGNER, W. Stanley"
1932,Canada,Gold,Lake Placid,Ice Hockey,Ice Hockey,"WISE, J. Alliston"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"ANDERSON, Osborn"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"BENT, John Peale"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"CHASE, John Pierce"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"COOKMAN, John Emery"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"EVERETT, Douglas Newton"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"FARRELL, Franklin"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"FITZGERALD, Joseph"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"FRAZIER, Edward Hartwell"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"GARRISON, John Bright"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"HALLOCK, Gerard"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"LIVINGSTON, Robert Cambridge"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"NELSON, Francis Augustus"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"PALMER, Winthrop Hale"
1932,United States,Silver,Lake Placid,Ice Hockey,Ice Hockey,"SMITH, Gordon"
1932,Canada,Bronze,Lake Placid,Skating,Figure skating,"WILSON, Montgomery"
1932,Austria,Gold,Lake Placid,Skating,Figure skating,"SCHÄFER, Karl"
1932,Sweden,Silver,Lake Placid,Skating,Figure skating,"GRAFSTRÖM, Gillis"
1932,United States,Bronze,Lake Placid,Skating,Figure skating,"VINSON, Maribel"
1932,Norway,Gold,Lake Placid,Skating,Figure skating,"HENIE, Sonja"
1932,Austria,Silver,Lake Placid,Skating,Figure skating,"BURGER, Fritzi"
1932,Hungary,Bronze,Lake Placid,Skating,Figure skating,"ROTTER, Emilia"
1932,Hungary,Bronze,Lake Placid,Skating,Figure skating,"SZOLLAS, Laszlo"
1932,France,Gold,Lake Placid,Skating,Figure skating,"BRUNET, Andrée"
1932,France,Gold,Lake Placid,Skating,Figure skating,"BRUNET, Pierre"
1932,United States,Silver,Lake Placid,Skating,Figure skating,"BADGER, Sherwin"
1932,United States,Silver,Lake Placid,Skating,Figure skating,"LOUGHRAN, Beatrix"
1932,Canada,Bronze,Lake Placid,Skating,Speed skating,"STACK, Frank"
1932,United States,Gold,Lake Placid,Skating,Speed skating,"JAFFEE, Irving"
1932,Norway,Silver,Lake Placid,Skating,Speed skating,"BALLANGRUD, Ivar"
1932,Canada,Bronze,Lake Placid,Skating,Speed skating,"LOGAN, William F."
1932,United States,Gold,Lake Placid,Skating,Speed skating,"SHEA, John A."
1932,Canada,Silver,Lake Placid,Skating,Speed skating,"HURD, Alexander"
1932,Canada,Bronze,Lake Placid,Skating,Speed skating,"LOGAN, William F."
